Countyfp,Blkgrpce,Funcstat,Geoid,Latitude,Longitude,Mtfcc,Namelsad,Statefp,Tractce,Aland,Awater,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1,3,S,60014372003,37.6364154,-122.1059179,G5030,Block Group 3,6,437200,408789,0,37.636421,-122.1061,1,rooftop,26229,Dodge Ave,,,Hayward,CA,Alameda County,94545,US,Alameda
1,1,S,60014373001,37.641486,-122.0938793,G5030,Block Group 1,6,437300,359840,0,37.641405,-122.093717,1,rooftop,1280,Linfield Ln,,,Hayward,CA,Alameda County,94545,US,City of Hayward and Fairview. Licensed for Public Use
1,4,S,60014417004,37.5544038,-122.0133419,G5030,Block Group 4,6,441700,493882,0,37.554315,-122.013559,1,rooftop,37073,Lassen St,,,Fremont,CA,Alameda County,94536,US,Alameda
1,1,S,60014418001,37.5577674,-121.9985757,G5030,Block Group 1,6,441800,615464,0,37.557743,-121.99842,1,rooftop,3566,Sutton Lp,,,Fremont,CA,Alameda County,94536,US,Alameda
1,2,S,60014418002,37.5559026,-121.9924422,G5030,Block Group 2,6,441800,454625,0,37.555931,-121.992046,1,rooftop,3350,Eggers Dr,,,Fremont,CA,Alameda County,94536,US,Alameda
1,1,S,60014506051,37.6706949,-121.8775533,G5030,Block Group 1,6,450605,921462,0,37.670664,-121.877634,1,rooftop,4603,Gatetree Cir,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,2,S,60014506052,37.6726695,-121.8839244,G5030,Block Group 2,6,450605,465243,0,37.672756,-121.88376,1,rooftop,4992,Wingate Dr,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,3,S,60014506053,37.6748281,-121.8903164,G5030,Block Group 3,6,450605,384105,0,37.674769,-121.890294,1,rooftop,5410,Greenfield Way,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,1,S,60014506061,37.6718092,-121.9039403,G5030,Block Group 1,6,450606,643079,0,37.671865,-121.904035,1,rooftop,6524,Calle De La Mancha,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,2,S,60014506062,37.6659905,-121.9034022,G5030,Block Group 2,6,450606,590746,0,37.666139,-121.903349,1,rooftop,6821,Via Quito,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,1,S,60014433221,37.4854275,-121.920102,G5030,Block Group 1,6,443322,690185,0,37.485565,-121.919719,1,rooftop,47370,Havasu St,,,Fremont,CA,Alameda County,94539,US,Alameda
1,3,S,60014044003,37.8451251,-122.2076805,G5030,Block Group 3,6,404400,1356655,0,37.845257,-122.207951,1,rooftop,6601,Heather Ridge Way,,,Oakland,CA,Alameda County,94611,US,Alameda
1,4,S,60014364014,37.6681397,-122.0715006,G5030,Block Group 4,6,436401,621467,0,37.668064,-122.071416,1,rooftop,24156,Amaranth Lp,,,Hayward,CA,Alameda County,94541,US,Alameda
1,2,S,60014328002,37.7221047,-122.1303121,G5030,Block Group 2,6,432800,1171579,0,37.721858,-122.13069,1,rooftop,1492,Ardmore Dr,,,San Leandro,CA,Alameda County,94577,US,Alameda
1,1,S,60014060001,37.7881343,-122.2589449,G5030,Block Group 1,6,406000,1617848,467979,37.787642,-122.259513,1,rooftop,37,8th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda
1,1,S,60014337001,37.6876145,-122.1039638,G5030,Block Group 1,6,433700,556527,0,37.687641,-122.103941,1,rooftop,19367,Mission Blvd,,,Hayward,CA,Alameda County,94541,US,Alameda
1,2,S,60014364012,37.6742001,-122.0640835,G5030,Block Group 2,6,436401,656643,0,37.674326,-122.064164,1,rooftop,1845,E St,,,Hayward,CA,Alameda County,94541,US,Alameda
1,3,S,60014013003,37.8151016,-122.2664711,G5030,Block Group 3,6,401300,213852,0,37.814946,-122.266612,1,rooftop,411,26th St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,4,S,60014011004,37.8325407,-122.2651376,G5030,Block Group 4,6,401100,324943,0,37.832705,-122.265128,1,rooftop,552,44th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,1,S,60014012001,37.8337576,-122.2568764,G5030,Block Group 1,6,401200,329348,0,37.833757,-122.256887,1,rooftop,366,45th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,2,S,60014012002,37.8297224,-122.2578312,G5030,Block Group 2,6,401200,144897,0,37.829773,-122.257702,1,rooftop,4131,Manila Ave,,,Oakland,CA,Alameda County,94609,US,Alameda
1,1,S,60014013001,37.8208806,-122.2653728,G5030,Block Group 1,6,401300,445067,0,37.820519,-122.265339,1,rooftop,435,Hawthorne Ave,,,Oakland,CA,Alameda County,94609,US,Alameda
1,2,S,60014013002,37.8151809,-122.2698957,G5030,Block Group 2,6,401300,199540,0,37.815122,-122.269887,1,rooftop,559,Sycamore St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,1,S,60014445001,37.5417608,-122.0216684,G5030,Block Group 1,6,444500,325360,0,37.541739,-122.021582,1,rooftop,5366,St Mark Ave,,,Newark,CA,Alameda County,94560,US,Alameda
1,2,S,60014506012,37.6679603,-121.9396228,G5030,Block Group 2,6,450601,31526955,0,37.662968,-121.936249,0.94,nearest_street,9799,Santos Ranch Rd,,,Pleasanton,CA,Alameda County,94588,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014512021,37.7349192,-121.7697328,G5030,Block Group 1,6,451202,45011814,0,37.73532,-121.76993,0.98,nearest_street,4400,Stanley St,,,Livermore,CA,Alameda County,94550,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014047001,37.8112653,-122.2106433,G5030,Block Group 1,6,404700,606892,0,37.811118,-122.210674,1,rooftop,1555,Leimert Blvd,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014506063,37.6701653,-121.8936646,G5030,Block Group 3,6,450606,794348,0,37.669799,-121.894023,1,rooftop,2071,Calle Ricardo,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,2,S,60014045022,37.8353471,-122.2066626,G5030,Block Group 2,6,404502,680323,0,37.835252,-122.206626,1,rooftop,5938,Almaden Ln,,,Oakland,CA,Alameda County,94611,US,Alameda
1,1,S,60014045021,37.8405522,-122.20378,G5030,Block Group 1,6,404502,508580,0,37.840476,-122.203642,1,rooftop,1,Overlake Ct,,,Oakland,CA,Alameda County,94611,US,Alameda
1,2,S,60014096002,37.753611,-122.1705009,G5030,Block Group 2,6,409600,148064,0,37.753518,-122.170635,1,rooftop,8725,Birch St,,,Oakland,CA,Alameda County,94621,US,Alameda
1,3,S,60014383003,37.6290805,-122.0931277,G5030,Block Group 3,6,438300,266852,0,37.6291,-122.09305,1,rooftop,27534,Drexel Way,,,Hayward,CA,Alameda County,94545,US,City of Hayward and Fairview. Licensed for Public Use
1,2,S,60014364022,37.662472,-122.0391829,G5030,Block Group 2,6,436402,1945857,0,37.662349,-122.039127,1,rooftop,3628,Oakes Dr,,,Hayward,CA,Alameda County,94542,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014099001,37.7673575,-122.145138,G5030,Block Group 1,6,409900,1422956,0,37.765599,-122.143969,0.96,nearest_street,4408,St Andrews Rd,,,Oakland,CA,Alameda County,94605,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014216002,37.8837199,-122.255285,G5030,Block Group 2,6,421600,506555,0,37.883774,-122.255178,1,rooftop,3025,Buena Vista Way,,,Berkeley,CA,Alameda County,94708,US,Alameda
1,4,S,60014052004,37.8075667,-122.2471899,G5030,Block Group 4,6,405200,164153,0,37.807704,-122.247278,1,rooftop,541,Merritt Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014223001,37.8763236,-122.2781388,G5030,Block Group 1,6,422300,159604,0,37.876191,-122.278375,1,rooftop,1630,McGee Ave,,,Berkeley,CA,Alameda County,94703,US,Berkeley
1,2,S,60014280002,37.767549,-122.2496898,G5030,Block Group 2,6,428000,301522,0,37.767711,-122.249658,1,rooftop,1415,Willow St,,,Alameda,CA,Alameda County,94501,US,Alameda
1,4,S,60014357004,37.6729912,-122.1098208,G5030,Block Group 4,6,435700,463510,0,37.672973,-122.109733,1,rooftop,20961,Gribben Ave,,,Hayward,CA,Alameda County,94541,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014358001,37.6787108,-122.123919,G5030,Block Group 1,6,435800,407864,0,37.678604,-122.123941,1,rooftop,16108,Via Primero,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,3,S,60014412003,37.5829154,-121.9996637,G5030,Block Group 3,6,441200,1012652,0,37.582984,-121.99937,1,rooftop,35752,Linda Dr,,,Fremont,CA,Alameda County,94536,US,Alameda
1,1,S,60014015001,37.8252342,-122.2802269,G5030,Block Group 1,6,401500,163508,0,37.825243,-122.280242,1,rooftop,1137,34th St,,,Emeryville,CA,Alameda County,94608,US,Alameda
1,1,S,60014014001,37.8241023,-122.2730255,G5030,Block Group 1,6,401400,237844,0,37.824254,-122.272963,1,rooftop,812,34th St,,,Emeryville,CA,Alameda County,94608,US,Alameda
1,2,S,60014014002,37.8215162,-122.2739495,G5030,Block Group 2,6,401400,273665,0,37.821406,-122.274022,1,rooftop,820,31st St,,,Emeryville,CA,Alameda County,94608,US,Alameda
1,3,S,60014014003,37.8166863,-122.2731129,G5030,Block Group 3,6,401400,246694,0,37.816781,-122.273068,1,rooftop,706,26th St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,2,S,60014016002,37.8158604,-122.281218,G5030,Block Group 2,6,401600,261886,0,37.815806,-122.28121,1,rooftop,2236,Linden St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,2,S,60014015002,37.8226985,-122.2806797,G5030,Block Group 2,6,401500,134495,0,37.822751,-122.28079,1,rooftop,3101,Chestnut St,,,Emeryville,CA,Alameda County,94608,US,Alameda
1,3,S,60014015003,37.8208899,-122.2809889,G5030,Block Group 3,6,401500,169739,0,37.82093,-122.281188,1,rooftop,2849,Chestnut St,,,Emeryville,CA,Alameda County,94608,US,Alameda
1,1,S,60014016001,37.8184286,-122.2816672,G5030,Block Group 1,6,401600,374250,0,37.818271,-122.281608,1,rooftop,1089,26th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014098001,37.7641418,-122.1551932,G5030,Block Group 1,6,409800,755183,0,37.765734,-122.152288,0.98,nearest_street,,I 580,,,Oakland,CA,Alameda County,94605,US,TIGER/Line® dataset from the US Census Bureau
1,3,S,60014515033,37.6833632,-121.7533834,G5030,Block Group 3,6,451503,227187,0,37.683374,-121.753323,1,rooftop,3859,Yale Way,,,Livermore,CA,Alameda County,94550,US,Alameda
1,1,S,60014001001,37.8676275,-122.231946,G5030,Block Group 1,6,400100,6894339,0,37.867727,-122.230783,0.99,rooftop,8071,Claremont Ave,,,Berkeley,CA,Alameda County,94705,US,Alameda
1,2,S,60014046002,37.8293961,-122.1903066,G5030,Block Group 2,6,404600,361422,0,37.829424,-122.190213,1,rooftop,6203,Elderberry Dr,,,Oakland,CA,Alameda County,94611,US,Alameda
1,3,S,60014340003,37.6937749,-122.115564,G5030,Block Group 3,6,434000,354539,0,37.693664,-122.115541,1,rooftop,1083,Santa Ana St,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,3,S,60014419233,37.5519606,-121.988613,G5030,Block Group 3,6,441923,259028,0,37.551446,-121.988623,1,rooftop,38730,Lexington St,,,Fremont,CA,Alameda County,94536,US,Alameda
1,5,S,60014364015,37.6653512,-122.0711421,G5030,Block Group 5,6,436401,360599,0,37.665458,-122.071302,1,rooftop,1189,Highland Blvd,,,Hayward,CA,Alameda County,94542,US,Alameda
1,3,S,60014382013,37.6280374,-122.0744383,G5030,Block Group 3,6,438201,332881,0,37.628096,-122.07437,1,rooftop,27932,Biscayne Ave,,,Hayward,CA,Alameda County,94544,US,City of Hayward and Fairview. Licensed for Public Use
1,2,S,60014044002,37.8372904,-122.2170523,G5030,Block Group 2,6,404400,559680,0,37.837372,-122.217118,1,rooftop,5639,Florence Te,,,Oakland,CA,Alameda County,94611,US,Alameda
1,1,S,60014029001,37.807172,-122.2667847,G5030,Block Group 1,6,402900,391800,0,37.807272,-122.266794,1,rooftop,1919,Webster St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,4,S,60014058004,37.7963775,-122.236514,G5030,Block Group 4,6,405800,96490,0,37.796293,-122.236641,1,rooftop,1341,E 25th St,,,Oakland,CA,Alameda County,94606,US,Alameda
1,5,S,60014096005,37.7545984,-122.1758005,G5030,Block Group 5,6,409600,186223,0,37.754682,-122.175766,1,rooftop,8426,Holly St,,,Oakland,CA,Alameda County,94621,US,Alameda
1,3,S,60014227003,37.8678056,-122.2528516,G5030,Block Group 3,6,422700,100646,0,37.867933,-122.252784,1,rooftop,2727,Channing Way,,,Berkeley,CA,Alameda County,94704,US,Alameda
1,3,S,60014326003,37.7249226,-122.1508496,G5030,Block Group 3,6,432600,203885,0,37.724731,-122.150886,1,rooftop,428,Juana Ave,,,San Leandro,CA,Alameda County,94577,US,Alameda
1,2,S,60014081002,37.7832954,-122.1662839,G5030,Block Group 2,6,408100,3064327,0,37.783338,-122.166183,1,rooftop,6234,Ridgemont Dr,,,Oakland,CA,Alameda County,94619,US,Alameda
1,4,S,60014359004,37.6740907,-122.1458963,G5030,Block Group 4,6,435900,239492,0,37.674009,-122.146103,1,rooftop,1772,Via Lacqua,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,2,S,60014358002,37.676339,-122.1303726,G5030,Block Group 2,6,435800,282233,0,37.676407,-122.130351,1,rooftop,16103,Via Media,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,4,S,60014358004,37.6828448,-122.134262,G5030,Block Group 4,6,435800,304728,0,37.682796,-122.134212,1,rooftop,15745,Via Corta,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,1,S,60014359001,37.6784338,-122.1448292,G5030,Block Group 1,6,435900,666126,0,37.678449,-122.144821,1,rooftop,15738,Via Seco,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,2,S,60014359002,37.6737321,-122.1413255,G5030,Block Group 2,6,435900,331154,0,37.673639,-122.14139,1,rooftop,16071,Via Vecinos,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,3,S,60014359003,37.6678657,-122.1515967,G5030,Block Group 3,6,435900,1182628,17052,37.668417,-122.151949,1,rooftop,2400,Baumann Ave,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,1,S,60014360001,37.6748146,-122.1363095,G5030,Block Group 1,6,436000,344718,0,37.674816,-122.136193,1,rooftop,16111,Via Chiquita,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,2,S,60014360002,37.6681952,-122.1388815,G5030,Block Group 2,6,436000,594563,0,37.668254,-122.138758,1,rooftop,17232,Via Melina,,,San Lorenzo,CA,Alameda County,94580,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014413021,37.5726762,-122.0253932,G5030,Block Group 1,6,441302,672976,0,37.572908,-122.025451,1,rooftop,35257,Faraday Ct,,,Fremont,CA,Alameda County,94536,US,Alameda
1,2,S,60014413022,37.5707845,-122.0206335,G5030,Block Group 2,6,441302,434646,0,37.570902,-122.020665,1,rooftop,35654,Morley Pl,,,Fremont,CA,Alameda County,94536,US,Alameda
1,3,S,60014413023,37.5639985,-122.011476,G5030,Block Group 3,6,441302,297459,0,37.564058,-122.011463,1,rooftop,3559,Dunbar Ct,,,Fremont,CA,Alameda County,94536,US,Alameda
1,2,S,60014442002,37.5389776,-122.046734,G5030,Block Group 2,6,444200,674191,0,37.539004,-122.046766,1,rooftop,36110,Orleans Dr,,,Newark,CA,Alameda County,94560,US,Alameda
1,3,S,60014442003,37.5465399,-122.0494556,G5030,Block Group 3,6,444200,787383,0,37.546554,-122.049574,1,rooftop,35165,Lido Blvd,,,Newark,CA,Alameda County,94560,US,Alameda
1,1,S,60014361001,37.6687882,-122.1271821,G5030,Block Group 1,6,436100,364408,0,37.668741,-122.128267,0.99,rooftop,1023,Via Palma,,,San Lorenzo,CA,Alameda County,94580,US,Alameda
1,1,S,60014415031,37.5674307,-122.114695,G5030,Block Group 1,6,441503,77271937,12542564,37.567431,-122.114695,0.31,nearest_place,,,,,Fremont,CA,Alameda County,94555,US,TIGER/Line® dataset from the US Census Bureau
1,3,S,60014334003,37.6915193,-122.1762113,G5030,Block Group 3,6,433400,571152,2188972,37.691532,-122.176352,1,rooftop,2350,Belvedere Ave,,,San Leandro,CA,Alameda County,94577,US,Alameda
1,1,S,60014033001,37.7937603,-122.2667344,G5030,Block Group 1,6,403300,737623,96764,37.793855,-122.266954,1,rooftop,300,Oak St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,2,S,60014033002,37.7983201,-122.266823,G5030,Block Group 2,6,403300,178214,0,37.798536,-122.266666,1,rooftop,178,9th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014034001,37.8092493,-122.2597833,G5030,Block Group 1,6,403400,489612,602434,37.809921,-122.258968,0.99,rooftop,246,Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,2,S,60014069002,37.7929613,-122.1889185,G5030,Block Group 2,6,406900,408799,0,37.792937,-122.189004,1,rooftop,4130,Maybelle Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,3,S,60014069003,37.7903513,-122.194336,G5030,Block Group 3,6,406900,249712,0,37.790295,-122.194176,1,rooftop,3719,Maybelle Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,1,S,60014070001,37.7903072,-122.1992662,G5030,Block Group 1,6,407000,199263,0,37.790297,-122.199222,1,rooftop,3481,38th Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,3,S,60014070003,37.7848528,-122.2040373,G5030,Block Group 3,6,407000,156803,0,37.784766,-122.203883,1,rooftop,2801,Eastman Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,4,S,60014070004,37.7876747,-122.2070924,G5030,Block Group 4,6,407000,153763,0,37.787734,-122.206925,1,rooftop,2800,Abbey St,,,Oakland,CA,Alameda County,94619,US,Alameda
1,5,S,60014070005,37.7895816,-122.2034366,G5030,Block Group 5,6,407000,168021,0,37.789919,-122.203538,1,rooftop,3635,Suter St,,,Oakland,CA,Alameda County,94619,US,Alameda
1,3,S,60014203003,37.8906499,-122.3181164,G5030,Block Group 3,6,420300,644903,1109281,37.889503,-122.31577,0.96,nearest_street,1,Buchanan St Exd,,,Albany,CA,Alameda County,94706,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014204001,37.8862111,-122.3141637,G5030,Block Group 1,6,420400,1108468,1632801,37.887036,-122.309566,0.97,nearest_street,,I 580,,,Albany,CA,Alameda County,94706,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014205001,37.8887632,-122.2958203,G5030,Block Group 1,6,420500,182394,0,37.888712,-122.295888,1,rooftop,950,Cornell Ave,,,Albany,CA,Alameda County,94706,US,Alameda
1,2,S,60014205002,37.8851017,-122.2943689,G5030,Block Group 2,6,420500,233904,0,37.885067,-122.294348,1,rooftop,1061,Cornell Ave,,,Albany,CA,Alameda County,94706,US,Alameda
1,1,S,60014206001,37.8861233,-122.2846582,G5030,Block Group 1,6,420600,350304,0,37.88607,-122.284604,1,rooftop,1017,Ordway St,,,Albany,CA,Alameda County,94706,US,Alameda
1,2,S,60014206002,37.8876412,-122.2871712,G5030,Block Group 2,6,420600,211571,0,37.887548,-122.287251,1,rooftop,1492,Sonoma Ave,,,Albany,CA,Alameda County,94706,US,Alameda
1,3,S,60014206003,37.8878693,-122.2906611,G5030,Block Group 3,6,420600,227582,0,37.887939,-122.290683,1,rooftop,1320,Marin Ave,,,Albany,CA,Alameda County,94706,US,Alameda
